doc_id,url,title,image_url,doc_len
642,https://travel.kompas.com/read/2025/10/13/180600327/sejarah-kuala-lumpur-dulu-bukan-kota-besar-dan-cuma-kawasan-kecil,"Sejarah Kuala Lumpur, Dulu Bukan Kota Besar dan Cuma Kawasan Kecil","https://asset.kompas.com/crops/-ZMOp2ItkGMpBGVNu4viM49W-vk=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/13/68ecbadef02fa.jpg",278
643,https://travel.kompas.com/read/2025/10/13/160400327/alami-bahaya-saat-berwisata-di-kota-tua-jakarta-hubungi-nomor-darurat-ini,"Alami Bahaya Saat Berwisata di kota Tua Jakarta, Hubungi Nomor Darurat Ini","https://asset.kompas.com/crops/gWMOF9GrYdKgeFn4TZbvghXyq0c=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2023/09/27/6513a45eb02cc.jpg",353
644,https://travel.kompas.com/read/2025/10/13/133500527/hotel-tertua-dunia-ada-di-jepang-berdiri-sejak-1.300-tahun-lalu,"Hotel Tertua Dunia Ada di Jepang, Berdiri Sejak 1.300 Tahun Lalu","https://asset.kompas.com/crops/5P29xiyl_ni6NZuZYYwORPft47s=/0x68:2560x1775/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/13/68ec981ad3701.jpg",261
645,https://travel.kompas.com/read/2025/10/11/070700227/wisata-jepang-diteror-beruang-pemerintah-turun-tangan,"Wisata Jepang Diteror Beruang, Pemerintah Turun Tangan","https://asset.kompas.com/crops/xhnxBIl8tJPhxZieXlocOvWGTjk=/0x0:1278x852/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/09/68e77735a3b84.jpg",218
646,https://travel.kompas.com/read/2025/10/08/153500327/kereta-supercepat-baru-jepang-punya-kursi-tegak-ini-alasannya,"Kereta Supercepat Baru Jepang Punya Kursi Tegak, Ini Alasannya","https://asset.kompas.com/crops/j4akK5pbeXsw3FPly8qauFwzEe8=/0x0:630x420/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/08/68e6157123673.jpg",206
647,https://travel.kompas.com/read/2025/10/13/193100627/pajak-hotel-di-jepang-naik-10-kali-lipat-berlaku-di-kota-ini?page=2,"Pajak Hotel di Jepang Naik 10 Kali Lipat, Berlaku di Kota Ini","https://asset.kompas.com/crops/nRIM9l1eY6Fle7_x3pALUFQatwA=/114x0:771x438/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2019/07/15/5d2c42120fd8f.jpg",245
648,https://travel.kompas.com/read/2025/10/13/193100627/pajak-hotel-di-jepang-naik-10-kali-lipat-berlaku-di-kota-ini?page=1,"Pajak Hotel di Jepang Naik 10 Kali Lipat, Berlaku di Kota Ini","https://asset.kompas.com/crops/nRIM9l1eY6Fle7_x3pALUFQatwA=/114x0:771x438/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2019/07/15/5d2c42120fd8f.jpg",282
649,https://travel.kompas.com/read/2025/10/13/193100627/pajak-hotel-di-jepang-naik-10-kali-lipat-berlaku-di-kota-ini?page=all#page2,"Pajak Hotel di Jepang Naik 10 Kali Lipat, Berlaku di Kota Ini","https://asset.kompas.com/crops/nRIM9l1eY6Fle7_x3pALUFQatwA=/114x0:771x438/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2019/07/15/5d2c42120fd8f.jpg",540
650,http://travel.kompas.com/read/2025/09/28/070700827/liburan-ke-jepang-intip-14-tempat-wisata-populer-di-hokkaido,Liburan ke Jepang? Intip 14 Tempat Wisata Populer di Hokkaido,"https://asset.kompas.com/crops/WNK9QcouVkqy4Ps2eiR7qFJTs5o=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/27/68d7d2166b63d.jpg",202
651,http://travel.kompas.com/read/2025/09/28/080800727/3-kota-onsen-paling-terkenal-di-jepang-pas-untuk-healing-saat-musim-gugur,"3 Kota Onsen Paling Terkenal di Jepang, Pas untuk Healing Saat Musim Gugur","https://asset.kompas.com/crops/mvqYRQKDW0VXhNGqwBW7LMm1rlo=/0x0:2000x1333/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/27/68d7d3b58dfaa.jpg",159
652,http://travel.kompas.com/read/2025/09/28/111100327/apa-itu-arak-arakan-omikoshi-jepang-dan-perannya-dalam-festival-,Apa Itu Arak-arakan Omikoshi Jepang dan Perannya dalam Festival?,"https://asset.kompas.com/crops/_lhFybfeE912273JiIk6swlZZRo=/0x229:4032x2917/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/28/68d8a41c71dcf.jpg",195
653,http://travel.kompas.com/read/2025/09/29/170500127/5-tempat-wisata-di-nagoya-yang-wajib-dikunjungi-catat-sebelum-ke-jepang,"5 Tempat Wisata di Nagoya yang Wajib Dikunjungi, Catat Sebelum ke Jepang","https://asset.kompas.com/crops/mrQ7zM0oQnFD_zFBPqI0aWhLRVo=/0x2:780x522/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2020/11/27/5fc0c1222a8a2.jpg",338
654,http://travel.kompas.com/read/2025/09/29/153500327/mau-lihat-daun-momiji-di-jepang-6-destinasi-musim-gugur-ini-sayang-dilewatkan,Mau Lihat Daun Momiji di Jepang? 6 Destinasi Musim Gugur Ini Sayang Dilewatkan,"https://asset.kompas.com/crops/nVYGe5eSy8UWAwfHXrwfXL3jvsQ=/0x0:3999x2666/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/29/68da3bc8bd083.jpg",180
655,https://travel.kompas.com/read/2025/10/13/150300327/cuma-tersisa-satu-begini-bentuk-gerbang-pelabuhan-melaka-zaman-dulu,"Cuma Tersisa Satu, Begini Bentuk Gerbang Pelabuhan Melaka Zaman Dulu","https://asset.kompas.com/crops/ldaxmM3w2MAr-3O9hu8vMXuUJ2I=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/13/68ec9f903c936.jpg",221
656,https://travel.kompas.com/read/2025/07/30/055511827/5-resor-mewah-di-bali-masuk-daftar-resor-terbaik-se-asia-mana-saja,"5 Resor Mewah di Bali Masuk Daftar Resor Terbaik se-Asia, Mana Saja?","https://asset.kompas.com/crops/e82Sotxzpum8uiRI-QTscoKmRvI=/0x0:1335x890/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/07/29/6888de37b3398.jpg",403
657,https://travel.kompas.com/read/2025/10/12/193000427/gabungan-industri-pariwisata-indonesia-dihapus-dari-undang-undang,Gabungan Industri Pariwisata Indonesia Dihapus dari Undang-Undang Kepariwisataan,"https://asset.kompas.com/crops/juhGIVBLwdzViBhrOxINz6I0S1s=/269x364:3602x2585/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/07/68e4982e07491.jpg",415
658,https://travel.kompas.com/read/2025/10/12/152000127/wisata-ke-kota-tua-jakarta-kini-makin-aman-bisa-langsung-whatsapp-petugas,"Wisata ke Kota Tua Jakarta Kini Makin Aman, Bisa Langsung WhatsApp Petugas","https://asset.kompas.com/crops/Vc-PZIOGtlAsOgEvAzSmEs-Ig4A=/43x0:895x568/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2023/09/27/6513a179e3201.jpg",330
659,https://travel.kompas.com/read/2025/10/12/180000327/malam-mingguan-di-jakarta-kini-bisa-ke-ragunan-begini-caranya,"Malam Mingguan di Jakarta Kini Bisa ke Ragunan, Begini Caranya","https://asset.kompas.com/crops/xw17amXfEvR3Ve6-J47zhE1BzB8=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/06/28/685fd190c2b57.jpg",331
660,https://travel.kompas.com/read/2025/10/12/160000627/asal-usul-jalan-harmoni-pusat-rumah-ibadah-lintas-agama-di-melaka,"Asal Usul Jalan Harmoni, Pusat Rumah Ibadah Lintas Agama di Melaka","https://asset.kompas.com/crops/8Ux_cC7yPTJ_wvAPVlQp6STxVSE=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/12/68eb2381ca0f6.jpg",440
661,https://travel.kompas.com/read/2025/10/12/141439327/masjid-di-melaka-ini-punya-arsitektur-lintas-negara-seperti-apa-bentuknya,"Masjid di Melaka ini Punya Arsitektur Lintas Negara, Seperti Apa Bentuknya?","https://asset.kompas.com/crops/iYsr4DCNacjb0ymyE6XSjNhb2Sk=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/12/68eb1ed45159a.jpg",428
662,https://travel.kompas.com/read/2024/12/16/210944127/tabiang-takuruang-nagari-sianok-harga-tiket-jam-buka-dan-lokasi,"Tabiang Takuruang Nagari Sianok: Harga Tiket, Jam Buka, dan Lokasi","https://asset.kompas.com/crops/0sGqQCUqPXkMMPE2VuWo3TyeOpk=/0x1:588x393/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2024/12/16/67602c23465b3.jpg",136
663,http://travel.kompas.com/read/2022/08/09/210100927/5-tips-keliling-ngarai-sianok-di-sumatera-barat-naik-jip-offroad,5 Tips Keliling Ngarai Sianok di Sumatera Barat Naik Jip Offroad,"https://asset.kompas.com/crops/r0X2Z5kF0DCXbntEvvwFTe-MyIE=/0x133:1600x1200/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2022/08/09/62f23064e26d5.jpeg",322
664,http://travel.kompas.com/read/2022/08/09/122456127/jelajahi-ngarai-sianok-sumatera-barat-dengan-naik-jip-off-road,Jelajahi Ngarai Sianok Sumatera Barat dengan Naik Jip Off-Road,"https://asset.kompas.com/crops/9Rnbnyv1Gbgu-oIlYLD0d5UjnXE=/0x133:1600x1200/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2022/08/09/62f1da9696a24.jpeg",365
665,http://travel.kompas.com/read/2022/08/10/140700027/panduan-naik-jip-menyusuri-ngarai-sianok-harga-dan-rutenya,"Panduan Naik Jip Menyusuri Ngarai Sianok, Harga dan Rutenya","https://asset.kompas.com/crops/2FOt1ycXE927GoZa6CdqqEdrBsI=/0x679:1200x1479/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2022/08/10/62f324d323573.jpeg",372
666,http://travel.kompas.com/read/2024/12/16/201500727/tabiang-takuruang-nagari-sianok-pemandangan-tebing-indah-mempesona,"Tabiang Takuruang Nagari Sianok, Pemandangan Tebing Indah Mempesona","https://asset.kompas.com/crops/amyStyIx--NJX3l9h9KrrkFwXGQ=/3x125:1351x1024/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2024/12/16/67601761aa067.jpg",170
667,http://travel.kompas.com/read/2024/12/16/210944127/tabiang-takuruang-nagari-sianok-harga-tiket-jam-buka-dan-lokasi,"Tabiang Takuruang Nagari Sianok: Harga Tiket, Jam Buka, dan Lokasi","https://asset.kompas.com/crops/0sGqQCUqPXkMMPE2VuWo3TyeOpk=/0x1:588x393/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2024/12/16/67602c23465b3.jpg",136
668,https://travel.kompas.com/read/2025/10/11/190700427/pendakian-gede-pangrango-tutup-mulai-13-oktober-2025-bereskan-masalah-sampah,"Pendakian Gede Pangrango Tutup Mulai 13 Oktober 2025, Bereskan Masalah Sampah","https://asset.kompas.com/crops/D3YXqP1wH1sCk4jOBLKZSqbi_eU=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/04/06/67f1f3ad09e08.jpg",364
669,https://travel.kompas.com/read/2025/10/11/182206527/daftar-13-kereta-api-bersubsidi-2025-cek-harga-rute-dan-cara-beli-tiket,"Daftar 13 Kereta Api Bersubsidi 2025, Cek Harga, Rute, dan Cara Beli Tiket Kereta PSO!","https://asset.kompas.com/crops/sIazTXtCH_4TZyHcelcsfUP7dWQ=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/22/68d0a18b07c57.jpg",231
670,https://travel.kompas.com/read/2025/10/11/170500427/4-tips-berkunjung-ke-rumah-penghulu-abu-seman-di-malaysia-bawa-uang-tunai,"4 Tips Berkunjung ke Rumah Penghulu Abu Seman di Malaysia, Bawa Uang Tunai","https://asset.kompas.com/crops/ih-EJLlVRVXekOkIUIkTU3SPmdM=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/30/68dba12ee3010.jpg",325
671,https://travel.kompas.com/read/2025/10/10/220812627/berapa-kisaran-biaya-pernikahan-amanda-manopo-di-the-langham-jakarta,Berapa Kisaran Biaya Pernikahan Amanda Manopo di The Langham Jakarta?,"https://asset.kompas.com/crops/-zbT7Nv_2H6CiF3pCht81WKKj0I=/0x112:1080x832/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/10/68e8a743a0d0c.jpg",417
672,https://travel.kompas.com/read/2025/10/07/142816827/desa-penglipuran-bali-lokasi-jam-operasional-dan-harga-tiket-masuk-2025,"Desa Penglipuran Bali: Lokasi, Jam Operasional, dan Harga Tiket Masuk 2025","https://asset.kompas.com/crops/cqRzGpJNJeqyrLzIwG70ITsEO1k=/0x148:4032x2836/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/07/68e4982f1e29d.jpg",226
673,https://travel.kompas.com/read/2025/10/05/110000427/ikut-tur-jip-sunrise-di-kintamani-bali-berapa-biayanya-,"Ikut Tur Jip Sunrise di Kintamani Bali, Berapa Biayanya?","https://asset.kompas.com/crops/JSP3XVH9AihUjPI7vEDIy66gmbM=/0x197:4032x2885/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/05/68e19fc18ab51.jpg",296
674,https://travel.kompas.com/read/2025/09/30/150300727/kapal-pesiar-ramah-lingkungan-akan-berlayar-di-danau-batur-kintamani-bali,"Kapal Pesiar Ramah Lingkungan Akan Berlayar di Danau Batur Kintamani, Bali","https://asset.kompas.com/crops/GnYku7ZxlBkjYvXpFcN-iLK3nm0=/0x0:1800x1200/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/30/68db69dca8ada.jpg",262
675,https://travel.kompas.com/read/2025/10/08/092351527/indahnya-pemandangan-gunung-batur-langsung-terlihat-dari-kamar-hotel?page=2,"Indahnya Pemandangan Gunung Batur, Langsung Terlihat dari Kamar Hotel","https://asset.kompas.com/crops/1Re1I_a9potIMulMMUY1pzSQSZU=/0x328:4032x3016/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/08/68e54803885c4.jpg",247
676,https://travel.kompas.com/read/2025/10/08/092351527/indahnya-pemandangan-gunung-batur-langsung-terlihat-dari-kamar-hotel?page=1,"Indahnya Pemandangan Gunung Batur, Langsung Terlihat dari Kamar Hotel","https://asset.kompas.com/crops/1Re1I_a9potIMulMMUY1pzSQSZU=/0x328:4032x3016/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/08/68e54803885c4.jpg",334
677,https://travel.kompas.com/read/2025/10/08/092351527/indahnya-pemandangan-gunung-batur-langsung-terlihat-dari-kamar-hotel?page=all#page2,"Indahnya Pemandangan Gunung Batur, Langsung Terlihat dari Kamar Hotel","https://asset.kompas.com/crops/1Re1I_a9potIMulMMUY1pzSQSZU=/0x328:4032x3016/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/08/68e54803885c4.jpg",600
678,http://travel.kompas.com/read/2022/11/11/063100227/12-hotel-dekat-bundaran-hi-cocok-untuk-cfd-an,"12 Hotel Dekat Bundaran HI, Cocok untuk CFD-an","https://asset.kompas.com/crops/8bRc_gM72qJpjCUpc_6xzl2J-SA=/0x352:819x898/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2022/10/17/634d2c05b288b.jpeg",475
679,http://travel.kompas.com/read/2025/10/03/102133027/11-hotel-dekat-sirkuit-mandalika-jaraknya-tak-sampai-20-menit,"11 Hotel Dekat Sirkuit Mandalika, Jaraknya Tak sampai 20 Menit!","https://asset.kompas.com/crops/RrflzYenQDhx6_k8NFNuEvv9H1M=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/04/68b9a501ec69d.jpg",260
680,http://travel.kompas.com/read/2025/10/06/160000527/bikin-geger-seekor-macan-tutul-tiba-tiba-masuk-ke-hotel-di-bandung,Bikin Geger! Seekor Macan Tutul Tiba-tiba Masuk ke Hotel di Bandung,"https://asset.kompas.com/crops/3r-5NAbqhJFgJVCc0lqIZXr2TfY=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/06/68e32d9080eb6.jpg",308
681,http://travel.kompas.com/read/2025/10/06/180000127/140.324-orang-tonton-motogp-mandalika-okupansi-hotel-tembus-100-persen,"140.324 Orang Tonton MotoGP Mandalika, Okupansi Hotel Tembus 100 Persen","https://asset.kompas.com/crops/vd003J-1Qey2QXdiSvoRxguQ7Fo=/162x106:1438x958/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/02/68de7189d7ac8.jpg",330
682,http://travel.kompas.com/read/2025/10/07/084037427/motogp-mandalika-2025-hotel-penuh-dan-lombok-dibanjiri-wisatawan,"MotoGP Mandalika 2025, Hotel Penuh dan Lombok Dibanjiri Wisatawan","https://asset.kompas.com/crops/49mWlrm5YugNdKSxRhfcijyUegQ=/64x0:2000x1290/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2024/09/29/66f9029081bd3.jpg",456
683,https://travel.kompas.com/read/2025/10/08/082301127/pesona-wisata-black-lava-gunung-batur-bali-berapa-tarifnya,"Pesona Wisata Black Lava Gunung Batur Bali, Berapa Tarifnya?","https://asset.kompas.com/crops/n0wQm-XblKAMq2jNMabllCs9CR8=/0x246:4032x2934/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/07/68e5431103e84.jpg",180
684,https://travel.kompas.com/read/2025/10/07/211807327/festival-gandrung-sewu-2025-digelar-23-25-oktober-ada-ribuan-penari,"Festival Gandrung Sewu 2025 Digelar 23-25 Oktober, Ada Ribuan Penari","https://asset.kompas.com/crops/aUDgzTjOup0Maa3JtuIqGoMm6Tk=/0x0:1599x1066/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2024/10/21/6715e8da0b161.jpg",286
685,https://travel.kompas.com/read/2025/10/07/200000727/pembatasan-kuota-1.000-turis-ke-tn-komodo-diuji-coba-januari-2026,Pembatasan Kuota 1.000 Turis ke TN Komodo Diuji Coba Januari 2026,"https://asset.kompas.com/crops/GjrJGzdA2qKV-1RfItCwlM5ZUIA=/47x12:740x473/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/03/10/67cec5909fbcf.jpg",240
686,https://travel.kompas.com/read/2025/10/07/191112927/jadwal-km-kelud-jakarta-medan-oktober-2025-berapa-harga-tiket-termurah,"Jadwal KM Kelud Jakarta-Medan Oktober 2025, Berapa Harga Tiket Termurah?","https://asset.kompas.com/crops/mdPNNWCjSyaF_Is9WL7EKtbPcnc=/1175x396:3913x2222/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2024/11/30/674aef0b9cd77.jpg",252
687,https://travel.kompas.com/read/2025/10/11/142159827/jadi-lokasi-pernikahan-amanda-manopo-intip-harga-kamar-hotel-the-langham-per?page=2,"Jadi Lokasi Pernikahan Amanda Manopo, Intip Harga Kamar Hotel The Langham per Malam","https://asset.kompas.com/crops/-zbT7Nv_2H6CiF3pCht81WKKj0I=/0x112:1080x832/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/10/68e8a743a0d0c.jpg",171
688,https://travel.kompas.com/read/2025/10/11/142159827/jadi-lokasi-pernikahan-amanda-manopo-intip-harga-kamar-hotel-the-langham-per?page=1,"Jadi Lokasi Pernikahan Amanda Manopo, Intip Harga Kamar Hotel The Langham per Malam","https://asset.kompas.com/crops/-zbT7Nv_2H6CiF3pCht81WKKj0I=/0x112:1080x832/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/10/68e8a743a0d0c.jpg",228
689,https://travel.kompas.com/read/2025/10/11/142159827/jadi-lokasi-pernikahan-amanda-manopo-intip-harga-kamar-hotel-the-langham-per?page=all#page2,"Jadi Lokasi Pernikahan Amanda Manopo, Intip Harga Kamar Hotel The Langham per Malam","https://asset.kompas.com/crops/-zbT7Nv_2H6CiF3pCht81WKKj0I=/0x112:1080x832/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/10/68e8a743a0d0c.jpg",399
690,http://travel.kompas.com/read/2025/10/01/121744927/hotel-berbintang-di-bali-dituntut-lebih-ramah-lingkungan-dalam-3-bulan,Hotel Berbintang di Bali Dituntut Lebih Ramah Lingkungan dalam 3 Bulan,"https://asset.kompas.com/crops/c8jmYbbR-i_HwLxuHlI_EadbOKE=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2023/10/11/652620dc25667.jpg",387
691,https://travel.kompas.com/read/2025/10/10/210000727/lansia-meninggal-setelah-naik-wahana-rumah-hantu-di-disneyland-california,Lansia Meninggal Setelah Naik Wahana Rumah Hantu di Disneyland California,"https://asset.kompas.com/crops/9fVtrv9xfhZ-X5lHuBN7ZnvdApU=/244x0:1585x894/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/10/68e90ad6abbff.png",339
692,https://travel.kompas.com/read/2025/10/10/200000527/lewat-event-kemenpar-jadikan-musik-tradisional-jadi-daya-tarik-wisata,"Lewat Event, Kemenpar Jadikan Musik Tradisional jadi Daya Tarik Wisata","https://asset.kompas.com/crops/oR4EuNu1AifcsLADpZfkzqezw0o=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/07/68bd59dd0b2c2.jpg",311
693,https://travel.kompas.com/read/2025/10/10/191019127/tempat-wisata-ini-tetapkan-pajak-baru-pengunjung-wajib-bayar-rp-400000-mulai,"Tempat Wisata Ini Tetapkan Pajak Baru, Pengunjung Wajib Bayar Rp 400.000 Mulai 2026","https://asset.kompas.com/crops/M-urA_1Xi6Pilg_MtF6TvrBcTdY=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/10/68e8f72465dce.jpg",409
694,https://travel.kompas.com/read/2025/10/10/190000027/ada-diskon-10-persen-mandi-di-stasiun-sampai-akhir-2025-catat-jamnya,"Ada Diskon 10 Persen Mandi di Stasiun Sampai Akhir 2025, Catat Jamnya","https://asset.kompas.com/crops/W7Pbay5he4xgTTiieS8HMlnXWIM=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/10/68e8ea833eb8f.jpg",325
695,http://travel.kompas.com/read/2025/11/17/050500227/intip-isi-mini-museum-krl-jalita-wisata-edukasi-sambil-bernostalgia,"Intip Isi Mini Museum KRL Jalita, Wisata Edukasi Sambil Bernostalgia","https://asset.kompas.com/crops/KLydA-ZRbLQTFrKMpO-tEPdGP-g=/262x299:3810x2664/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69188fd14a372.jpg",348
696,http://travel.kompas.com/read/2025/11/09/111100327/harga-tiket-dan-parkir-gunung-giyanti-via-malanggaten-pendakian-dekat-kota,"Harga Tiket dan Parkir Gunung Giyanti via Malanggaten, Pendakian Dekat Kota Magelang","https://asset.kompas.com/crops/UOB3Pa40HzN_kr4zkbUWr4UQPBM=/0x0:1800x1200/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/06/690c4f3219213.jpg",168
697,http://travel.kompas.com/read/2025/11/07/120100827/gunung-giyanti-spot-pendakian-cuma-30-menit-dari-kota-magelang,"Gunung Giyanti, Spot Pendakian Cuma 30 Menit dari Kota Magelang","https://asset.kompas.com/crops/TdCchNJkFDT5ndkzOUEWLcfte5g=/0x0:1800x1200/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/06/690c36f5e3413.jpg",314
698,http://travel.kompas.com/read/2025/11/02/150000127/3-november-harga-tiket-jalur-pendakian-gunung-rinjani-naik,"3 November, Harga Tiket Jalur Pendakian Gunung Rinjani Naik","https://asset.kompas.com/crops/zm7Dc0J5avJpnQGL5HzMwWOorhE=/0x0:1013x675/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/07/17/6878f5714ffb1.jpg",253
699,http://travel.kompas.com/read/2025/11/02/161106727/harga-tiket-jalur-pendakian-gunung-rinjani-2025-terbaru-simak,"Harga Tiket Jalur Pendakian Gunung Rinjani 2025 Terbaru, Simak!","https://asset.kompas.com/crops/5Xhns3n7NlE9Avpd-8_m6LSKZw0=/0x0:1800x1200/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/07/07/686b2c206facc.jpg",164
700,http://travel.kompas.com/read/2025/10/11/190700427/pendakian-gede-pangrango-tutup-mulai-13-oktober-2025-bereskan-masalah-sampah,"Pendakian Gede Pangrango Tutup Mulai 13 Oktober 2025, Bereskan Masalah Sampah","https://asset.kompas.com/crops/D3YXqP1wH1sCk4jOBLKZSqbi_eU=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/04/06/67f1f3ad09e08.jpg",364
701,https://travel.kompas.com/read/2025/11/17/050500227/intip-isi-mini-museum-krl-jalita-wisata-edukasi-sambil-bernostalgia?page=all,"Intip Isi Mini Museum KRL Jalita, Wisata Edukasi Sambil Bernostalgia","https://asset.kompas.com/crops/KLydA-ZRbLQTFrKMpO-tEPdGP-g=/262x299:3810x2664/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69188fd14a372.jpg",608
